SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,PURPOSE_CODE,SURVEY,SEASON,YEAR,METRIC,MIN,MAX,AVG,PARTIAL_AVG,TS_MEAN
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1993,Mean depth (m),18,345,106.19,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1994,Mean depth (m),23,348,109.98,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1995,Mean depth (m),24,363,112.11,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1996,Mean depth (m),17,352,110.29,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1997,Mean depth (m),21,307,106.91,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1998,Mean depth (m),23,328,114.59,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1999,Mean depth (m),25,326,109.83,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2000,Mean depth (m),19,321,105.06,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2001,Mean depth (m),23,358,115.83,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2002,Mean depth (m),16,378,111.6,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2003,Mean depth (m),21,345,112.86,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2004,Mean depth (m),16,375,112.47,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2005,Mean depth (m),22,355,111.02,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2006,Mean depth (m),18,354,111.34,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2007,Mean depth (m),22,366,115.28,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2008,Mean depth (m),23,349,108.46,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2009,Mean depth (m),19,346,115.39,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2010,Mean depth (m),17,360,114.83,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2011,Mean depth (m),25,362,122.84,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2012,Mean depth (m),22,317,119.47,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2013,Mean depth (m),25,361,115.02,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2014,Mean depth (m),19,347,124.05,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2015,Mean depth (m),26,333,119.82,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2016,Mean depth (m),19,362,119.26,,114.8
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2017,Mean depth (m),28,351,121.08,,114.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1983,Mean depth (m),116,261,182.41,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1984,Mean depth (m),118,269,178.73,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1985,Mean depth (m),116,273,183.64,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1986,Mean depth (m),103,260,175.24,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1987,Mean depth (m),109,258,174.35,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1988,Mean depth (m),105,285,185.74,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1989,Mean depth (m),63,241,174.3,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1990,Mean depth (m),120,288,185.73,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1991,Mean depth (m),75,251,141.73,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1992,Mean depth (m),125,289,182.02,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1993,Mean depth (m),84,254,183.94,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1994,Mean depth (m),58,228,170.71,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1995,Mean depth (m),104,221,167.69,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1996,Mean depth (m),112,248,160.76,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1997,Mean depth (m),103,260,173.85,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1998,Mean depth (m),106,255,165.14,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1999,Mean depth (m),80,292,168.56,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2000,Mean depth (m),89,255,162.95,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2001,Mean depth (m),102,231,162.27,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2002,Mean depth (m),105,263,161.54,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2003,Mean depth (m),96,236,154.82,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2004,Mean depth (m),69,242,167.94,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2005,Mean depth (m),101,244,168.21,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2006,Mean depth (m),109,223,166.61,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2007,Mean depth (m),79,240,156.02,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2008,Mean depth (m),99,225,168.63,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2009,Mean depth (m),109,234,161.9,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2010,Mean depth (m),114,233,163.35,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2011,Mean depth (m),102,230,162.29,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2012,Mean depth (m),81,232,160.57,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2013,Mean depth (m),74,225,166.49,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2014,Mean depth (m),115,234,176.87,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2015,Mean depth (m),129,237,178.25,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2016,Mean depth (m),104,231,170.63,,169.8
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2017,Mean depth (m),130,233,177.4,,169.8
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1963,Stratified mean temp. (C),3.5,14.4,8.3823,8.3823,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1964,Stratified mean temp. (C),4.7,13.3,7.6768,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1965,Stratified mean temp. (C),3.8,15.5,8.4016,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1966,Stratified mean temp. (C),4,13.2,7.6421,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1967,Stratified mean temp. (C),0,13.2,7.4247,7.4247,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1968,Stratified mean temp. (C),3.7,15.3,9.4302,9.4302,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1969,Stratified mean temp. (C),5.1,15.4,9.2345,9.2345,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1970,Stratified mean temp. (C),5.7,15.2,9.2056,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1971,Stratified mean temp. (C),6.3,16.4,10.0785,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1972,Stratified mean temp. (C),5.8,17.6,10.1188,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1973,Stratified mean temp. (C),5.7,17.8,10.3915,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1974,Stratified mean temp. (C),5.8,18.3,10.5646,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1975,Stratified mean temp. (C),5.4,16.1,9.7762,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1976,Stratified mean temp. (C),6.9,17,10.7131,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1977,Stratified mean temp. (C),5.2,17,10.185,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1978,Stratified mean temp. (C),4.9,15.8,9.2999,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1979,Stratified mean temp. (C),4.9,15.6,9.9374,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1980,Stratified mean temp. (C),5.1,16.4,9.9701,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1981,Stratified mean temp. (C),5,14.3,9.0477,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1982,Stratified mean temp. (C),5.2,16.9,9.7588,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1983,Stratified mean temp. (C),5.5,16.2,9.8161,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1984,Stratified mean temp. (C),6.2,16.2,10.3864,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1985,Stratified mean temp. (C),5.9,17.7,10.805,10.805,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1986,Stratified mean temp. (C),5.7,19.2,10.34,10.34,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1987,Stratified mean temp. (C),4.9,15.8,9.1721,9.1721,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1988,Stratified mean temp. (C),5.5,16.3,9.5183,9.5183,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1989,Stratified mean temp. (C),5.1,17.7,9.3571,9.3571,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1990,Stratified mean temp. (C),5.4,16.1,8.389,8.389,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1991,Stratified mean temp. (C),5.5,16.8,10.0701,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1992,Stratified mean temp. (C),4.9,17.2,9.8438,9.8438,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1993,Stratified mean temp. (C),4.9,16.5,9.9464,9.9464,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1994,Stratified mean temp. (C),5.8,17.7,10.8083,10.8083,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1995,Stratified mean temp. (C),5.9,19.5,11.0239,11.0239,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1996,Stratified mean temp. (C),6,15.6,9.3015,9.3015,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1997,Stratified mean temp. (C),6.1,16.3,10.372,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1998,Stratified mean temp. (C),5.2,16,8.9992,8.9992,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,1999,Stratified mean temp. (C),5.6,18.7,11.2803,11.2803,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2000,Stratified mean temp. (C),6.2,16.8,10.3487,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2001,Stratified mean temp. (C),5.1,17.4,9.9829,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2002,Stratified mean temp. (C),6.4,17.7,10.8694,10.8694,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2003,Stratified mean temp. (C),4.9,19.3,9.7461,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2004,Stratified mean temp. (C),4.5,17.3,8.9845,8.9845,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2005,Stratified mean temp. (C),5.5,16.9,9.9109,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2006,Stratified mean temp. (C),6.4,18.4,10.4695,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2007,Stratified mean temp. (C),5.5,17.3,9.2078,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2008,Stratified mean temp. (C),6.1,16,9.0264,9.0264,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2009,Stratified mean temp. (C),5.4,16.2,10.2033,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2010,Stratified mean temp. (C),6.6,17.4,10.8155,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2011,Stratified mean temp. (C),7.2,17.5,10.9356,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2012,Stratified mean temp. (C),7.2,18.4,11.5548,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2013,Stratified mean temp. (C),6.7,16.8,10.7657,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2014,Stratified mean temp. (C),5.7,18.6,11.4727,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2015,Stratified mean temp. (C),5.7,20.6,11.0606,,9.9
161722,UNIT,NONE,10,NMFS fall BTS,FALL,2016,Stratified mean temp. (C),6.6,19.4,11.909,,9.9
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1968,Stratified mean temp. (C),0,11.4,5.2262,5.2262,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1969,Stratified mean temp. (C),2.1,13.3,5.6027,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1970,Stratified mean temp. (C),2.9,15.8,6.2897,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1971,Stratified mean temp. (C),2.2,14.3,6.184,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1972,Stratified mean temp. (C),3,16.1,6.8825,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1973,Stratified mean temp. (C),2.9,15.5,6.9479,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1974,Stratified mean temp. (C),3.2,15.3,8.0053,8.0053,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1975,Stratified mean temp. (C),3,12.5,7.0488,7.0488,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1976,Stratified mean temp. (C),2.2,14.8,7.4669,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1977,Stratified mean temp. (C),3.3,11.3,6.0736,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1978,Stratified mean temp. (C),2.3,13.1,5.5248,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1979,Stratified mean temp. (C),2.7,12,6.1539,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1980,Stratified mean temp. (C),3,13,6.5604,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1981,Stratified mean temp. (C),3.3,14.5,6.1563,6.1563,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1982,Stratified mean temp. (C),3,12.3,6.0094,6.0094,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1983,Stratified mean temp. (C),4,16.7,6.6594,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1984,Stratified mean temp. (C),3,16.2,6.639,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1985,Stratified mean temp. (C),2.7,12.9,6.4676,6.4676,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1986,Stratified mean temp. (C),3.3,18.2,7.3536,7.3536,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1987,Stratified mean temp. (C),3.4,12.2,6.2391,6.2391,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1988,Stratified mean temp. (C),3.4,11.8,6.5497,6.5497,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1989,Stratified mean temp. (C),1.9,13.5,6.3007,6.3007,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1990,Stratified mean temp. (C),2.8,12.6,6.4304,6.4304,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1991,Stratified mean temp. (C),3.6,17.8,7.2615,7.2615,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1992,Stratified mean temp. (C),2.5,13.9,6.3907,6.3907,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1993,Stratified mean temp. (C),2.2,14.8,5.5066,5.5066,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1994,Stratified mean temp. (C),1.3,13.1,6.6409,6.6409,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1995,Stratified mean temp. (C),3.6,14,7.3282,7.3282,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1996,Stratified mean temp. (C),2.3,14.2,6.3173,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1997,Stratified mean temp. (C),3.4,13.4,7.1791,7.1791,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1998,Stratified mean temp. (C),3.3,14.4,6.2703,6.2703,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,1999,Stratified mean temp. (C),3.3,16.2,7.2234,7.2234,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2000,Stratified mean temp. (C),4.6,13.3,7.4712,7.4712,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2001,Stratified mean temp. (C),3.5,14.4,6.7419,6.7419,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2002,Stratified mean temp. (C),4.3,14.5,7.9398,7.9398,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2003,Stratified mean temp. (C),1.9,11.6,5.7099,5.7099,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2004,Stratified mean temp. (C),2.5,11.9,5.2222,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2005,Stratified mean temp. (C),2,13,5.8392,5.8392,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2006,Stratified mean temp. (C),4.1,14,7.3695,7.3695,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2007,Stratified mean temp. (C),3,11.8,6.2839,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2008,Stratified mean temp. (C),3.8,13,7.0006,7.0006,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2009,Stratified mean temp. (C),3.4,13.5,6.4371,6.4371,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2010,Stratified mean temp. (C),3,12.7,6.6777,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2011,Stratified mean temp. (C),3.4,13.1,6.9629,6.9629,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2012,Stratified mean temp. (C),5.4,16.4,8.6051,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2013,Stratified mean temp. (C),4.3,13.3,7.3404,,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2014,Stratified mean temp. (C),3.4,12.6,6.8137,6.8137,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2015,Stratified mean temp. (C),2,13.3,6.3146,6.3146,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2016,Stratified mean temp. (C),5.6,16.3,8.7288,8.7288,6.7
161722,UNIT,NONE,10,NMFS spring BTS,SPRING,2017,Stratified mean temp. (C),3.5,16.3,7.1923,7.1923,6.7
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1983,Stratified mean temp. (C),5,6.5,5.8153,5.8153,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1984,Stratified mean temp. (C),5,7.8,6.3307,6.3307,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1985,Stratified mean temp. (C),5.1,7.8,6.1905,6.1905,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1986,Stratified mean temp. (C),5.3,7.2,6.1606,6.1606,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1987,Stratified mean temp. (C),3.7,7,5.9592,5.9592,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1988,Stratified mean temp. (C),4.5,7.3,6.4642,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1989,Stratified mean temp. (C),4,6.4,5.6875,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1990,Stratified mean temp. (C),4.2,6.4,5.4467,5.4467,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1991,Stratified mean temp. (C),4.4,8,6.042,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1992,Stratified mean temp. (C),4,11,6.3081,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1993,Stratified mean temp. (C),3.5,8,5.7541,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1994,Stratified mean temp. (C),4.4,8.7,6.7596,6.7596,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1995,Stratified mean temp. (C),4.6,8.1,6.5508,6.5508,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1996,Stratified mean temp. (C),4.6,8.1,7.0979,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1997,Stratified mean temp. (C),5.2,7.7,6.8206,6.8206,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1998,Stratified mean temp. (C),5.7,7,6.3405,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,1999,Stratified mean temp. (C),4.3,7.5,5.9661,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2000,Stratified mean temp. (C),5.5,7.8,6.6897,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2001,Stratified mean temp. (C),4.1,7.5,6.5462,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2002,Stratified mean temp. (C),5.3,8.3,7.0028,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2003,Stratified mean temp. (C),4,6.7,5.5677,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2004,Stratified mean temp. (C),3.2,5.8,4.6452,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2005,Stratified mean temp. (C),4.7,7.5,6.374,6.374,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2006,Stratified mean temp. (C),5.8,8.1,7.0738,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2007,Stratified mean temp. (C),4.5,6.7,5.9003,5.9003,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2008,Stratified mean temp. (C),5.2,6.7,5.8682,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2009,Stratified mean temp. (C),4.9,7.5,5.9999,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2010,Stratified mean temp. (C),4.6,8.7,7.3704,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2011,Stratified mean temp. (C),5.6,8.4,7.6932,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2012,Stratified mean temp. (C),6,9.1,7.8172,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2013,Stratified mean temp. (C),5.7,9.1,7.0867,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2014,Stratified mean temp. (C),5,8.2,6.2254,6.2254,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2015,Stratified mean temp. (C),4.3,7.1,5.7636,5.7636,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2016,Stratified mean temp. (C),5.7,9.3,7.2219,,6.4
161722,UNIT,NONE,40,ASMFC shrimp,SUMMER,2017,Stratified mean temp. (C),5.1,8.4,6.926,6.926,6.4
